Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1653,CARS,PS2,2006.0,Racing,THQ,1.01,0.04,0.0,0.16,1.21
1654,FUZION FRENZY,XB,2001.0,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21
1655,CALL OF DUTY: FINEST HOUR,XB,2004.0,Shooter,Activision,0.78,0.4,0.0,0.04,1.21
1656,FIFA SOCCER 11,PSP,2010.0,Sports,Electronic Arts,0.13,0.7,0.01,0.37,1.21
1657,SLY COOPER AND THE THIEVIUS RACCOONUS,PS2,2002.0,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21
1658,LEGO INDIANA JONES 2: THE ADVENTURE CONTINUES,DS,2009.0,Action,Activision,0.66,0.43,0.0,0.12,1.21
1659,THE MAGICAL QUEST STARRING MICKEY MOUSE,SNES,1992.0,Platform,Capcom,0.66,0.17,0.35,0.03,1.21
1660,DRAGON QUEST IV: MICHIBIKARESHI MONOTACHI,PS,2001.0,Role-Playing,Enix Corporation,0.0,0.0,1.2,0.01,1.21
1661,STAR WARS EPISODE 1: JEDI POWER BATTLES,PS,1999.0,Action,LucasArts,0.66,0.48,0.01,0.06,1.21
1662,DINO CRISIS 2,PS,2000.0,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21
1663,NEED FOR SPEED UNDERGROUND,GC,2003.0,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21
1664,SHREK / SHREK 2 2-IN-1 GAMEBOY ADVANCE VIDEO,GBA,2007.0,Misc,,0.87,0.32,0.0,0.02,1.21
1665,TEST DRIVE 4,PS,1997.0,Racing,Electronic Arts,0.67,0.46,0.0,0.08,1.21
1666,FIFA SOCCER 07,PSP,2006.0,Sports,Electronic Arts,0.24,0.65,0.0,0.32,1.21
1667,WORLD SOCCER WINNING ELEVEN 9 (JP & OTHERS SALES),PSP,2005.0,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0.0,1.2
1668,THE LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,PS2,2002.0,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2
1669,LEGO STAR WARS III: THE CLONE WARS,PS3,2011.0,Action,LucasArts,0.52,0.49,0.0,0.2,1.2
1670,ATV OFFROAD FURY 3,PS2,2004.0,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2
1671,PIKMIN 2,GC,2004.0,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2
1672,JUST DANCE 2016,Wii,2015.0,Misc,Ubisoft,0.52,0.59,0.0,0.1,1.2
1673,DISNEY SING IT,Wii,2008.0,Misc,Disney Interactive Studios,0.77,0.31,0.0,0.12,1.2
1674,BATTLEFIELD: HARDLINE,XOne,2015.0,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.2
1675,WWE 2K16,PS4,2015.0,Sports,Take-Two Interactive,0.41,0.6,0.0,0.19,1.2
1676,DRAGON BALL Z: LA LEGENDE SAIEN,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,1.2,0.0,1.2
1677,TWINBEE,NES,1986.0,Shooter,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2
1678,GANBARE GOEMON! KARAKURI DOUCHUU,NES,1986.0,Platform,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2
1679,NFL 2K,DC,1999.0,Sports,Sega,1.12,0.05,0.0,0.02,1.2
1680,SOLARSTRIKER,GB,1989.0,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2
1681,ENTER THE MATRIX,XB,2003.0,Action,Atari,0.72,0.43,0.01,0.04,1.2
1682,NHL 2002,PS2,2001.0,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2
1683,MARIO VS. DONKEY KONG 2: MARCH OF THE MINIS,DS,2006.0,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2
1684,POKÉPARK WII: PIKACHU'S ADVENTURE,Wii,2009.0,Adventure,Nintendo,0.55,0.17,0.42,0.06,1.2
1685,ONE PIECE: PIRATE WARRIORS,PS3,2012.0,Action,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2
1686,WWE 2K14,PS3,2013.0,Sports,Take-Two Interactive,0.49,0.49,0.0,0.21,1.19
1687,METAL GEAR SOLID: PORTABLE OPS,PSP,2006.0,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19
1688,NUCLEAR STRIKE,PS,1997.0,Simulation,Electronic Arts,0.66,0.45,0.0,0.08,1.19
1689,CAPTAIN TOAD: TREASURE TRACKER,WiiU,2014.0,Puzzle,Nintendo,0.56,0.36,0.19,0.09,1.19
1690,WWE SMACKDOWN VS RAW 2008,PSP,2007.0,Fighting,THQ,0.45,0.47,0.0,0.28,1.19
1691,THE SIMPSONS: ROAD RAGE,GBA,2003.0,Racing,THQ,0.86,0.32,0.0,0.02,1.19
1692,PRO EVOLUTION SOCCER 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19
1693,SPONGEBOB SQUAREPANTS: REVENGE OF THE FLYING DUTCHMAN,GBA,2002.0,Platform,THQ,0.92,0.23,0.0,0.04,1.19
1694,MARIO & SONIC AT THE LONDON 2012 OLYMPIC GAMES,3DS,2012.0,Sports,Sega,0.18,0.64,0.27,0.1,1.19
1695,SCARFACE: THE WORLD IS YOURS,PS2,2006.0,Action,Vivendi Games,0.99,0.04,0.0,0.16,1.19
1696,KOBE BRYANT IN NBA COURTSIDE,N64,1998.0,Sports,Nintendo,1.02,0.13,0.04,0.01,1.19
1697,DISNEY'S CHIP 'N DALE: RESCUE RANGERS,NES,1990.0,Platform,Capcom,0.68,0.14,0.35,0.02,1.19
1698,THE DUKES OF HAZZARD: RACING FOR HOME,PS,1999.0,Racing,Ubisoft,0.99,0.16,0.0,0.04,1.19
1699,HITMAN 2: SILENT ASSASSIN,XB,,Action,Eidos Interactive,0.76,0.38,0.0,0.05,1.19
1700,FIFA 14,XOne,2013.0,Sports,Electronic Arts,0.41,0.66,0.0,0.12,1.19
1701,SPIDER-MAN: THE MOVIE,GC,2002.0,Action,Activision,0.86,0.27,0.01,0.04,1.19
1702,FINAL FANTASY I & II: DAWN OF SOULS,GBA,2004.0,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19
1703,NBA 2K17,PS4,2016.0,Sports,Take-Two Interactive,0.83,0.14,0.0,0.22,1.19
1704,POKEMON SUPER MYSTERY DUNGEON,3DS,2015.0,Role-Playing,Nintendo,0.46,0.31,0.33,0.08,1.19
1705,JUST DANCE 4,X360,2012.0,Misc,Ubisoft,0.9,0.2,0.0,0.08,1.19
1706,METAL GEAR SOLID VR MISSIONS,PS,1999.0,Adventure,Konami Digital Entertainment,0.66,0.45,0.0,0.08,1.18
1707,POLE POSITION,2600,1982.0,Racing,Atari,1.1,0.07,0.0,0.01,1.18
1708,RESIDENT EVIL: OPERATION RACCOON CITY,PS3,2012.0,Action,Capcom,0.48,0.25,0.36,0.1,1.18
1709,LEGO INDIANA JONES: THE ORIGINAL ADVENTURES,PSP,2008.0,Action,LucasArts,0.4,0.49,0.0,0.29,1.18
1710,PRO YAKYUU FAMILY STADIUM '88,NES,1988.0,Sports,Namco Bandai Games,0.1,0.0,1.08,0.0,1.18
1711,SHENMUE,DC,1999.0,Adventure,Sega,0.52,0.24,0.38,0.04,1.18
1712,MARIO TENNIS,GB,2000.0,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18
1713,TONY HAWK'S PRO SKATER 2,GBA,2001.0,Sports,Activision,0.85,0.31,0.0,0.02,1.18
1714,WWE '12,PS3,2011.0,Fighting,THQ,0.53,0.46,0.02,0.17,1.18
1715,WWE SMACKDOWN VS. RAW 2010,PS3,2009.0,Fighting,THQ,0.48,0.49,0.01,0.2,1.18
1716,PLANTS VS. ZOMBIES,DS,2011.0,Strategy,Mastertronic,0.95,0.15,0.0,0.08,1.18
1717,SONIC THE HEDGEHOG,PS3,2006.0,Platform,Sega,0.41,0.07,0.04,0.66,1.18
1718,SUPER GHOULS 'N GHOSTS,SNES,1991.0,Platform,Capcom,0.5,0.14,0.52,0.02,1.18
1719,SPORE,PC,2008.0,Strategy,Electronic Arts,0.03,1.06,0.0,0.09,1.17
1720,SOVIET STRIKE,PS,1996.0,Simulation,Electronic Arts,0.65,0.44,0.0,0.08,1.17
1721,YOUR SHAPE: FITNESS EVOLVED 2012,X360,2011.0,Sports,Ubisoft,0.7,0.37,0.0,0.1,1.17
1722,ARMY OF TWO,PS3,2008.0,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17
1723,GUN,PS2,2005.0,Shooter,Activision,0.98,0.04,0.0,0.16,1.17
1724,TY THE TASMANIAN TIGER,PS2,2002.0,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17
1725,WARIO LAND: SHAKE IT!,Wii,2008.0,Platform,Nintendo,0.6,0.31,0.15,0.11,1.17
1726,SONIC RUSH ADVENTURE,DS,2007.0,Platform,Sega,0.54,0.49,0.01,0.12,1.17
1727,MEDAL OF HONOR: WARFIGHTER,X360,2012.0,Action,Electronic Arts,0.58,0.47,0.01,0.1,1.17
1728,MEGA MAN 3,NES,1990.0,Platform,Capcom,0.68,0.1,0.39,0.0,1.17
1729,RATCHET & CLANK (2016),PS4,2016.0,Platform,Sony Computer Entertainment,0.32,0.64,0.04,0.18,1.17
1730,MISSION: IMPOSSIBLE,N64,1997.0,Action,Ocean,0.74,0.38,0.02,0.03,1.17
1731,ROMANCING SAGA 2,SNES,1993.0,Role-Playing,SquareSoft,0.0,0.0,1.17,0.0,1.17
1732,CABELA'S DANGEROUS HUNTS,PS2,2003.0,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17
1733,COOL BOARDERS 4,PS,1998.0,Sports,989 Studios,0.65,0.44,0.0,0.08,1.17
1734,RAGE RACER,PS,1996.0,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17
1735,MEDAL OF HONOR: RISING SUN,XB,2003.0,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17
1736,FOOTBALL MANAGER 2013,PC,2012.0,Sports,Sega,0.0,0.95,0.0,0.22,1.17
1737,DESTRUCTION DERBY 2,PS,1996.0,Racing,Psygnosis,0.65,0.44,0.0,0.08,1.17
1738,MIRROR'S EDGE,X360,2008.0,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.17
1739,DESTINY: THE TAKEN KING,XOne,2015.0,Shooter,Activision,0.82,0.23,0.0,0.11,1.17
1740,MARIO VS. DONKEY KONG,GBA,2004.0,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17
1741,007: QUANTUM OF SOLACE,PS3,2008.0,Action,Activision,0.43,0.52,0.02,0.2,1.16
1742,EA SPORTS ACTIVE: MORE WORKOUTS,Wii,2009.0,Sports,Electronic Arts,0.78,0.28,0.0,0.1,1.16
1743,FALLOUT: NEW VEGAS,PC,2010.0,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16
1744,NEED FOR SPEED: MOST WANTED,PSV,2012.0,Racing,Electronic Arts,0.38,0.52,0.01,0.25,1.16
1745,FINAL FANTASY TACTICS: THE WAR OF THE LIONS,PSP,2007.0,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16
1746,MIDNIGHT CLUB 3: DUB EDITION REMIX,PS2,2006.0,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16
1747,TOM CLANCY'S GHOST RECON: JUNGLE STORM,PS2,2004.0,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16
1748,SINGSTAR,PS3,2007.0,Misc,Sony Computer Entertainment,0.45,0.58,0.0,0.13,1.16
1749,BUSHIDO BLADE,PS,1997.0,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
1750,LEGO STAR WARS III: THE CLONE WARS,DS,2011.0,Action,LucasArts,0.66,0.39,0.0,0.11,1.16
1751,NASCAR THUNDER 2002,PS2,2001.0,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16
1752,JET FORCE GEMINI,N64,1999.0,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16
1753,MEGA MAN X,SNES,1993.0,Platform,Capcom,0.57,0.08,0.5,0.01,1.16
1754,YU-GI-OH! THE SACRED CARDS (AMERICAN AND OTHERS SALES),GBA,2002.0,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16
1755,SEGA RALLY CHAMPIONSHIP,SAT,1995.0,Racing,Sega,0.21,0.16,0.77,0.02,1.16
1756,TEST DRIVE: OFF ROAD,PS,1997.0,Racing,Eidos Interactive,0.65,0.44,0.0,0.08,1.16
1757,MEDAL OF HONOR HEROES 2,PSP,2007.0,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16
1758,SNIPER: GHOST WARRIOR,X360,2010.0,Shooter,City Interactive,0.54,0.51,0.0,0.12,1.16
1759,ROCKSMITH,PS3,2011.0,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16
1760,LEGO STAR WARS: THE VIDEO GAME,XB,2005.0,Action,Eidos Interactive,0.83,0.28,0.0,0.05,1.16
1761,FIFA SOCCER 10,PSP,2009.0,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16
1762,PLANTS VS. ZOMBIES: GARDEN WARFARE,X360,2014.0,Shooter,Electronic Arts,0.51,0.54,0.0,0.1,1.16
1763,WORLDWIDE SOCCER MANAGER 2009,PC,2008.0,Simulation,Sega,0.0,1.14,0.0,0.01,1.15
1764,OMERTA: CITY OF GANGSTERS,PS3,2011.0,Simulation,Konami Digital Entertainment,0.52,0.46,0.0,0.17,1.15
1765,GAUNTLET: DARK LEGACY,PS2,2001.0,Action,Midway Games,0.56,0.44,0.0,0.15,1.15
1766,NINJA GAIDEN SIGMA,PS3,2007.0,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15
1767,BAD BOYS: MIAMI TAKEDOWN,PS2,2004.0,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15
1768,KABOOM!,2600,1980.0,Misc,Activision,1.07,0.07,0.0,0.01,1.15
1769,RED DEAD REDEMPTION: UNDEAD NIGHTMARE,PS3,2010.0,Action,Take-Two Interactive,0.44,0.46,0.06,0.18,1.15
1770,SONIC AND THE BLACK KNIGHT,Wii,2009.0,Platform,Sega,0.69,0.35,0.01,0.11,1.15
1771,CALL OF DUTY 4: MODERN WARFARE,PC,2007.0,Shooter,Activision,0.0,1.12,0.0,0.03,1.15
1772,QIX,GB,1990.0,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15
1773,DERBY STALLION III,SNES,1995.0,Sports,ASCII Entertainment,0.0,0.0,1.15,0.0,1.15
1774,DORAEMON,NES,1986.0,Action,Hudson Soft,0.0,0.0,1.15,0.0,1.15
1775,HIGH SCHOOL MUSICAL 2: WORK THIS OUT!,DS,2008.0,Misc,Disney Interactive Studios,0.5,0.52,0.0,0.13,1.15
1776,RATCHET & CLANK: ALL 4 ONE,PS3,2011.0,Platform,Sony Computer Entertainment,0.75,0.22,0.05,0.12,1.15
1777,DONKEY KONGA,GC,2003.0,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15
1778,FIGHT NIGHT CHAMPION,PS3,2011.0,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15
1779,DRAGON QUEST I & II,SNES,1993.0,Role-Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15
1780,TAK AND THE POWER OF JUJU,PS2,2003.0,Platform,THQ,0.56,0.44,0.0,0.15,1.15
1781,ASTEROIDS,PS,1998.0,Shooter,Success,0.64,0.43,0.0,0.07,1.15
1782,PUYO PUYO SUN KETTEIBAN,PS,1997.0,Puzzle,Compile,0.0,0.0,1.07,0.07,1.15
1783,POKEMON RUMBLE BLAST,3DS,2011.0,Action,Nintendo,0.47,0.26,0.35,0.07,1.14
1784,ACTION BASS,PS,2000.0,Action,Take-Two Interactive,0.64,0.43,0.0,0.07,1.14
1785,TENCHU: WRATH OF HEAVEN,PS2,2003.0,Action,Activision,0.44,0.34,0.25,0.11,1.14
1786,SHADOW OF THE COLOSSUS,PS2,2005.0,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14
1787,BRAVE FENCER MUSASHI,PS,1998.0,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14
1788,HOT SHOTS GOLF: OUT OF BOUNDS,PS3,2007.0,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14
1789,DANCE DANCE REVOLUTION EXTREME 2,PS2,2005.0,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14
1790,MIRROR'S EDGE,PS3,2008.0,Platform,Electronic Arts,0.31,0.59,0.02,0.22,1.14
1791,RABBIDS GO HOME,Wii,2009.0,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14
1792,SOUTH PARK,N64,1998.0,Shooter,Acclaim Entertainment,0.9,0.23,0.0,0.02,1.14
1793,COMMANDO,NES,1986.0,Action,Capcom,0.71,0.16,0.25,0.03,1.14
1794,PILOTWINGS,SNES,1990.0,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14
1795,RESIDENT EVIL - CODE: VERONICA,DC,2000.0,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14
1796,SUPER R.C. PRO-AM,GB,1991.0,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14
1797,THE LORD OF THE RINGS: THE RETURN OF THE KING,XB,2003.0,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14
1798,LEGO STAR WARS: THE VIDEO GAME,GBA,2005.0,Action,Eidos Interactive,0.82,0.3,0.0,0.02,1.14
1799,ROYAL PALACE OF WHITE SWORD AND THE CITY OF GENTILES,PS2,2005.0,Role-Playing,Take-Two Interactive,0.0,0.51,0.0,0.62,1.14
1800,GUITAR HERO 5,X360,2009.0,Misc,Activision,0.65,0.37,0.0,0.11,1.14
1801,MOBILE SUIT GUNDAM: FEDERATION VS. ZEON,PS2,2001.0,Simulation,Atari,0.12,0.1,0.88,0.03,1.14
1802,NEED FOR SPEED UNDERGROUND 2,GC,2004.0,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14
1803,MECHASSAULT,XB,2002.0,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13
1804,MODNATION RACERS,PS3,2010.0,Racing,Sony Computer Entertainment,0.5,0.41,0.06,0.16,1.13
1805,LEGO STAR WARS III: THE CLONE WARS,3DS,2011.0,Action,LucasArts,0.61,0.43,0.0,0.09,1.13
1806,DERBY STALLION 99,PS,1999.0,Sports,ASCII Entertainment,0.0,0.0,1.06,0.07,1.13
1807,CARS,GBA,2006.0,Racing,THQ,0.81,0.3,0.0,0.02,1.13
1808,FANTASY LIFE,3DS,2012.0,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13
1809,TOM CLANCY'S RAINBOW SIX 3: BLACK ARROW,XB,2004.0,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13
1810,WWE 2K15,PS4,2014.0,Sports,Take-Two Interactive,0.38,0.56,0.0,0.19,1.13
1811,DONKEY KONG,NES,1983.0,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13
1812,JAMPACK WINTER '98,PS,1998.0,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07,1.13
1813,WWE 2K14,X360,2013.0,Sports,Take-Two Interactive,0.64,0.39,0.0,0.1,1.13
1814,ALIEN: ISOLATION,PS4,2014.0,Shooter,Sega,0.34,0.56,0.04,0.19,1.13
1815,YAKUZA 3,PS3,2009.0,Action,Sega,0.21,0.21,0.62,0.08,1.13
1816,POKÉMON MYSTERY DUNGEON: RED RESCUE TEAM (US WEEKLY SALES),GBA,2005.0,Role-Playing,Nintendo,0.81,0.3,0.0,0.02,1.13
1817,THE BEATLES: ROCK BAND,PS3,2009.0,Misc,MTV Games,0.67,0.3,0.0,0.15,1.13
1818,DRAGON AGE II,X360,2011.0,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12
1819,MOON PATROL,2600,1982.0,Shooter,Atari,1.05,0.06,0.0,0.01,1.12
1820,SUPERCAR STREET CHALLENGE,PS2,2001.0,Racing,Activision,0.55,0.43,0.0,0.14,1.12
1821,PILOTWINGS 64,N64,1996.0,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12
1822,CRACKDOWN 2,X360,2010.0,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12
1823,FINAL FANTASY XIV: A REALM REBORN,PS3,2013.0,Role-Playing,Square Enix,0.36,0.33,0.28,0.15,1.12
1824,CASTLEVANIA: LORDS OF SHADOW,PS3,2010.0,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12
1825,ROCKSMITH,X360,2011.0,Misc,Ubisoft,0.84,0.2,0.01,0.08,1.12
1826,DISNEY INFINITY 2.0: MARVEL SUPER HEROES,X360,2014.0,Action,Disney Interactive Studios,0.62,0.4,0.0,0.1,1.12
1827,SOCOM: U.S. NAVY SEALS FIRETEAM BRAVO,PSP,2005.0,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12
1828,CALL OF DUTY 2: BIG RED ONE,XB,2005.0,Shooter,Activision,0.66,0.4,0.0,0.05,1.12
1829,YOSHI'S COOKIE,NES,1992.0,Puzzle,Nintendo,0.41,0.06,0.63,0.02,1.12
1830,GUITAR HERO 5,PS2,2009.0,Misc,Activision,0.28,0.3,0.0,0.54,1.12
1831,WORLDWIDE SOCCER MANAGER 2008,PC,2007.0,Sports,Russel,0.0,1.12,0.0,0.0,1.12
1832,SPIDER-MAN 2,XB,2004.0,Action,Activision,0.82,0.26,0.0,0.04,1.12
1833,COUNTER-STRIKE,XB,2003.0,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11
1834,MAD MAX (2015),PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.32,0.58,0.04,0.17,1.11
1835,"TRANSFORMERS: THE GAME (XBOX 360, PS2, PS3, WII & PC VERSIONS)",PS2,2007.0,Action,Activision,0.63,0.37,0.0,0.11,1.11
1836,GRID,PS3,2008.0,Racing,Codemasters,0.31,0.57,0.03,0.2,1.11
1837,GUITAR HERO ENCORE: ROCKS THE 80S,PS2,2007.0,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11
1838,SUNSET OVERDRIVE,XOne,2014.0,Shooter,Microsoft Game Studios,0.62,0.4,0.0,0.08,1.11
1839,ROCK BAND,PS2,,Misc,Electronic Arts,0.71,0.06,0.0,0.35,1.11
1840,TOM CLANCY'S SPLINTER CELL: CHAOS THEORY,XB,2005.0,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11
1841,DONKEY KONG JR.,NES,1983.0,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11
1842,ARC THE LAD,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,1.1,0.01,1.11
1843,NBA JAM TOURNAMENT EDITION,GEN,1994.0,Sports,Acclaim Entertainment,0.95,0.14,0.0,0.03,1.11
1844,NEED FOR SPEED: PROSTREET,Wii,2007.0,Racing,Electronic Arts,0.54,0.46,0.0,0.12,1.11
1845,PIKMIN 3,WiiU,2013.0,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11
1846,LEGEND OF MANA,PS,1999.0,Role-Playing,SquareSoft,0.18,0.13,0.73,0.07,1.11
1847,LUMINES: PUZZLE FUSION,PSP,2004.0,Puzzle,Ubisoft,0.52,0.35,0.0,0.23,1.11
1848,TOY STORY 3: THE VIDEO GAME,PS3,2010.0,Action,Disney Interactive Studios,0.51,0.42,0.0,0.17,1.11
1849,GUITAR HERO 5,PS3,2009.0,Misc,Activision,0.53,0.4,0.0,0.17,1.1
1850,MEGAMANIA,2600,1981.0,Shooter,Activision,1.03,0.06,0.0,0.01,1.1
1851,MEDAL OF HONOR: AIRBORNE,X360,2007.0,Shooter,Electronic Arts,0.45,0.53,0.01,0.12,1.1
1852,THE LEGEND OF ZELDA: TRI FORCE HEROES,3DS,2015.0,Action,Nintendo,0.52,0.33,0.17,0.08,1.1
1853,JUNGLE HUNT,2600,1982.0,Platform,Atari,1.03,0.06,0.0,0.01,1.1
1854,TRIPLE PLAY 98,PS,1997.0,Sports,Electronic Arts,0.61,0.42,0.0,0.07,1.1
1855,LEGO THE LORD OF THE RINGS,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.36,0.53,0.0,0.21,1.1
1856,PETZ DOGZ 2,DS,2007.0,Simulation,Ubisoft,0.47,0.52,0.0,0.12,1.1
1857,WWE SMACKDOWN VS. RAW 2011,PS3,2010.0,Fighting,THQ,0.44,0.46,0.01,0.18,1.1
1858,YU-GI-OH! DUEL MONSTERS II: DARK DUEL STORIES,GB,1999.0,Strategy,Konami Digital Entertainment,0.0,0.0,1.1,0.0,1.1
1859,LODE RUNNER,NES,1984.0,Puzzle,Hudson Soft,0.0,0.0,1.1,0.0,1.1
1860,THE FINAL FANTASY LEGEND,GB,1989.0,Role-Playing,SquareSoft,0.0,0.0,1.1,0.0,1.1
1861,FAMICOM JUMP: EIYUU RETSUDEN,NES,1989.0,Role-Playing,Namco Bandai Games,0.0,0.0,1.1,0.0,1.1
1862,F-ZERO X,N64,1998.0,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1
1863,POPEYE,NES,1983.0,Platform,Nintendo,0.51,0.12,0.45,0.02,1.1
1864,NERF N-STRIKE,Wii,2008.0,Shooter,Electronic Arts,0.92,0.09,0.0,0.09,1.1
1865,NBA LIVE 2001,PS2,2001.0,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1
1866,SINGSTAR LEGENDS,PS2,2006.0,Misc,Sony Computer Entertainment,0.12,0.75,0.0,0.23,1.1
1867,SINGSTAR ROCKS!,PS2,2006.0,Misc,Sony Computer Entertainment,0.0,0.84,0.0,0.25,1.1
1868,TALES OF SYMPHONIA,GC,2003.0,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1
1869,UNTOLD LEGENDS: BROTHERHOOD OF THE BLADE,PSP,2005.0,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.1
1870,STAR OCEAN: THE SECOND STORY,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1
1871,LIGHTNING RETURNS: FINAL FANTASY XIII,PS3,2013.0,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1
1872,STAR WARS: THE FORCE UNLEASHED,PSP,2008.0,Action,LucasArts,0.43,0.41,0.0,0.25,1.09
1873,IMAGINE: BABYSITTERS,DS,2008.0,Simulation,Ubisoft,0.63,0.36,0.0,0.1,1.09
1874,THE SIMPSONS GAME,PSP,2007.0,Action,Electronic Arts,0.24,0.55,0.0,0.31,1.09
1875,YAKUZA 2,PS2,2006.0,Adventure,Sega,0.05,0.04,0.84,0.16,1.09
1876,SKATE 2,X360,2009.0,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09
1877,DRAGON BALL Z: THE LEGACY OF GOKU II,GBA,2003.0,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09
1878,VIRTUA FIGHTER 5,PS3,2007.0,Fighting,Sega,0.29,0.52,0.08,0.2,1.09
1879,NFL 2K1,DC,2000.0,Sports,Sega,1.02,0.05,0.0,0.02,1.09
1880,BEATMANIA,PS,1998.0,Simulation,Konami Digital Entertainment,0.0,0.0,1.07,0.02,1.09
1881,NAMCO MUSEUM BATTLE COLLECTION,PSP,2005.0,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.09
1882,LEGO STAR WARS II: THE ORIGINAL TRILOGY,DS,2006.0,Action,LucasArts,0.96,0.04,0.0,0.08,1.09
1883,MADDEN NFL 2004,XB,2003.0,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09
